sentence_index,agent,
94,"a little man who was so very fat that he was nearly as broad as he was high got upon a little man who was so very fat that he was nearly as broad as he was high 's feet and bowed several times in the direction of those who had assembled to greet a little man who was so very fat that he was nearly as broad as he was high , and as a little man who was so very fat that he was nearly as broad as he was high bowed a little man who was so very fat that he was nearly as broad as he was high",
96,he,
96,he,
96,he,
96,Prince Inga,
97,The prow of the boat,
98,he,
98,he,
99,he,
99,he,
100,I,
100,I,
100,I,
101,The fat man,
102,I,
102,The fat man,
102,the sounds The fat man emitted,
102,every hearer,
104,The fat man,
105,"The fat man , The fat man",
112,"a deep , growling voice",
112,voice,
113,You,
114,Everyone,
114,Everyone,
114,voice,
114,none,
114,who,
115,no one on the shore,
117,King King Kitticut,
117,King King Kitticut,
118,the stranger,
118,us,
119,the stranger,
119,the stranger,
119,the stranger,
120,the stranger,
120,the monarch,
121,the stranger,
121,the stranger,
121,the stranger,
122,I,
122,King Kitticut,
123,Your Majesty,
124,the King of a great country,
125,Your Majesty,
125,Your Majesty,
126,Your Majesty,
127,My subjects,
127,My,
127,My subjects,
130,King King Kitticut,
132,King Rinkitink,
132,I,
133,a King,
134,you,
137,They,
139,They,
141,King Kitticut,
141,King Kitticut,
141,King Kitticut,
142,to return to you 's own country,
142,I,
143,pray,
144,you,
144,you,
144,I,
144,I,
144,I,
148,I,
149,men,
150,I,
151,the fat little King,
151,them,
152,the King of Pingaree,
154,the fat little King,
154,the fat little King,
154,the fat little King,
156,The Pingaree people,
156,The Pingaree people,
156,a gruff voice,
157,The Pingaree people,
159,the goat,
160,a gruff voice,
161,The Pingaree people,
162,you,
163,King King Rinkitink,
165,King King Rinkitink,
165,King Kitticut,
165,goats,
165,King King Rinkitink,
166,we,
166,King Kitticut,
166,we,
166,who,
167,I,
167,I 's animal,
167,I,
167,I,
167,I,
168,my animal,
169,I,
169,I,
169,I,
173,he,
173,he,
174,he,
174,King King Kitticut,
175,he,
177,He,
177,He,
177,He,
178,He,
178,Prince Bobo of Boboland 's,
178,Prince Bobo of Boboland 's,
179,One of the rowers,
179,One of the rowers,
180,He,
180,he,
180,he,
180,we,
182,the goat,
184,the goat,
185,the goat,
186,Prince Bobo of BobolandBoboland,
189,I,
189,Prince Bobo of Boboland,
189,Prince Bobo of Boboland,
190,Prince Bobo of Boboland,
192,The boat,
192,you,
192,you,
192,me,
194,you,
194,you,
195,me,
196,you Boboland,
196,you Boboland,
196,you Boboland,
196,you Boboland,
197,Prince Prince Inga and Prince Prince Inga 's father and all the men of Pingaree,
197,Prince Prince Inga and his father and all the men of Pingaree,
198,King King Kitticut,
198,Prince Prince Inga,
199,the Queen and the Queen 's maidens,
200,King King Rinkitink,
201,Every one of the courtiers and ladies,
201,the Queen and her maidens,
202,the Chamberlain,
203,Prince Bobo of Boboland the goat,
203,Prince Bobo of Boboland the goat,
203,King Rinkitink,
203,the goat,
203,they,
203,they,
203,the goat,
203,the goat,
204,Prince Inga,
204,Prince Inga,
204,Prince Inga,
204,Prince Inga,
205,Prince Inga,
205,Prince Inga,
206,Prince Inga,
206,King King Kitticut,
208,my,
208,my kingdom,
209,my,
209,my,
209,my 's people,
209,my people,
209,my people,
209,King Kitticut,
210,my,
210,my,
211,You,
211,one of my 's clever subjects,
211,my,
211,"to study a parchment entitled ' How to be Good ,",
211,my,
211,my,
212,I,
212,I,
212,I,
212,I,
212,I,
215,I,
215,no one,
217,I,
217,I,
219,I 's subjects,
220,I,
220,I,
220,I,
220,the parchment,
221,King Rinkitink,
222,You,
223,He,
223,He,
223,He,
223,He,
226,you,
228,I,
228,I,
228,the man,
228,the man,
228,the man,
228,the man who wrote,
228,the man,
229,King Rinkitink,
229,King Rinkitink,
229,King Rinkitink,
229,King Rinkitink,
229,King Rinkitink,
229,King Rinkitink,
230,King Rinkitink,
230,few,
230,few,
230,even the good Queen,
231,King Rinkitink,
231,Prince Prince Inga,
231,that,
232,King Rinkitink,
232,King Rinkitink,
232,King Rinkitink,
232,Prince Bobo of Boboland,
234,Speak Agreeably,
235,Good Children,
236,King Rinkitink,
236,King Rinkitink,
237,the advice,
237,You,
237,Other People,
240,Other People,
242,me,
242,me,
243,he,
243,he,
243,he,
243,he,
243,he,
244,he,
244,he,
244,he,
244,he,
245,he,
246,he,
246,he,
246,he,
247,The twenty rowers,
247,The twenty rowers,
248,the goat,
248,Prince Bobo of Boboland the goat,
248,the goat,
249,the goat 's master,
249,the goat 's master,
250,the islanders,
252,Prince Prince Inga,
252,Prince Prince Inga,
252,Prince Prince Inga,
253,Prince Bobo of Boboland,
254,It,
255,I,
255,I,
255,I,
256,Prince Bobo of BobolandBoboland,
258,you,
258,you,
259,you,
259,a boy,
260,you,
260,you,
260,you,
260,you,
260,you,
261,You,
262,you,
262,you,
262,you,
262,boys,
263,I,
263,he,
263,by he is surroundings,
264,a great fog,
265,he,
265,the leaves above he,
265,he,
267,who,
267,who,
267,who,
267,"King King Kitticut , who sat in King King Kitticut , who sat in his palace talking with his merry visitor 's palace talking with King King Kitticut , who sat in his palace talking with his merry visitor 's",
267,they,
268,"The good Queen , Prince Inga 's mother",
268,"The good Queen , Prince Inga 's mother",
268,"The good Queen , Prince Inga 's mother",
270,the sun,
272,King King Kitticut,
273,We,
273,I,
274,a terrible cry from without the palace,
275,every one in the palace,
276,Even fat little King Rinkitink,
279,a throng of fierce warriors,
280,that the King 's was bewildered,
280,"the King 's , so completely surprised that the King 's was bewildered",
284,he,
285,he,
285,he,
286,the leader of the warriors,
286,he,
286,he,
286,he,
286,he,
286,he,
287,he,
287,he,
287,the leader of the warriors,
287,the leader of the warriors,
287,the leader of the warriors,
287,the leader of the warriors 's men,
288,they,
288,King King Kitticut,
289,by his enemies,
289,King King Kitticut,
290,all,
290,by his enemies,
291,his enemies,
291,his enemies,
291,his enemies,
292,King King Kitticut,
292,King King Kitticut,
294,The warriors,
294,The warriors,
294,The warriors,
294,the leader,
294,The warriors,
295,the leader,
296,The warriors,
297,the leader,
298,the boy Prince,
298,who,
299,"the terrifying cries of the people , mingled with the shouts of the warriors",
299,his,
299,his,
300,his,
301,his,
301,his,
301,his,
301,his,
302,his,
302,his,
303,Prince Inga,
303,by the barbaric warriors from the north,
304,Prince Inga,
305,Prince Inga,
305,Prince Inga,
305,Prince Inga,
306,the barbaric warriors from the north,
306,King King Kitticut and Queen Garee and all their other captives,
307,Prince Inga,
307,by the bower of leafy branches around Prince Inga,
308,Prince Inga,
308,Prince Inga,
308,Prince Inga,
308,Prince Inga,
309,a procession of the Northmen,
309,a procession of the Northmen,
310,the men of Regos and Coregos,
310,hundreds of warriors,
312,Prince Inga,
312,Prince Inga,
312,Prince Inga,
313,some of the warriors,
313,some of the warriors,
313,the others,
314,They,
314,They,
314,They,
315,The pearl fishers,
315,The pearl fishers who lived at the lower end of the island,
315,The pearl fishers who lived at the lower end of the island,
315,The pearl fishers,
315,The pearl fishers,
315,The pearl fishers who lived at the lower end of the island,
315,The pearl fishers,
316,the sharp spears and pikes and swords of They,
317,by They,
318,the men of Regos and Coregos,
318,the men of Regos and Coregos,
318,the men of Regos and Coregos,
319,all the treasure,
320,the men of Regos and Coregos,
320,the hundreds of slaves the men of Regos and Coregos had captured,
321,the warriors,
321,the warriors,
322,the warriors,
324,Prince Prince Inga,
324,the great fleet of boats,
324,the great fleet of boats,
324,the Island of Pingaree,
325,Prince Prince Inga,
327,The sun,
327,The sun,
327,no ruthless invader,
328,The birds,
329,Prince Inga,
330,Prince Inga,
331,the sea,
331,the life,
331,the life that confronted Prince Inga,
332,Prince Inga 's first,
332,Prince Inga 's first act,
332,Prince Inga,
332,by the enemy,
333,He,
333,He,
334,He,
334,He,
334,He,
334,He,
334,He,
335,by the invaders,
336,He,
336,He,
336,He,
336,"by a muffled voice crying out : "" Be careful , up there",
336,a muffled voice,
337,The sound and the words,
337,a muffled voice,
337,He,
340,he,
341,the depths of the well,
343,he,
345,I,
346,you,
346,I,
348,the well,
348,you,
349,I,
350,I,
350,I,
350,I,
351,I,
352,I,
352,I,
352,I,
352,I,
352,I,
352,I,
353,I,
353,I,
353,I,
353,I,
353,I,
353,I,
353,I,
355,my boy,
355,my boy,
355,my boy,
355,my boy,
356,me,
358,my boy,
358,my boy,
360,the King,
360,the King,
360,the King,
360,the King,
361,you,
361,you,
362,you,
362,you,
363,the King,
363,the King,
363,it,
366,we,
366,the boy,
367,someone,
368,the boy,
368,the boy,
369,I.,
370,Prince Inga,
370,they,
370,Prince Inga,
370,Prince Inga,
370,Prince Inga,
371,I,
371,I,
372,I,
372,I,
373,Prince Inga,
374,Prince Inga,
374,Prince Inga,
375,Prince Inga,
375,Prince Inga,
375,Prince Inga,
375,Prince Inga,
375,Prince Inga,
375,me,
376,Prince Inga,
376,Prince Inga,
376,Prince Inga,
376,Prince Inga,
377,Prince Inga,
378,the warriors,
379,the warriors,
380,you,
380,the boy,
382,you,
382,you,
383,I,
383,the soldiers,
384,the soldiers,
384,I,
384,I 's head,
384,I,
385,the boy,
386,I,
386,the soldiers,
386,"I. "" What old man ? "" "" King Rinkitink",
388,Prince Inga,
388,Prince Inga,
389,the goat,
391,Prince Bobo of Boboland,
391,Prince Bobo of Boboland,
392,us,
392,us,
393,poor King Rinkitink,
394,Prince Bobo of Boboland,
394,Prince Bobo of Boboland,
396,Prince Prince Inga,
396,the goat,
397,the boy,
398,The enemy,
399,the King,
400,The enemy,
401,you,
401,you and Prince Bobo of BobolandBoboland,
401,you and Prince Bobo of BobolandBoboland,
402,we,
402,Prince Inga,
402,Prince Inga,
402,Prince Inga,
403,Prince Inga,
403,Prince Inga,
403,Prince Inga,
404,Prince Bobo of Boboland,
404,King Rinkitink,
404,King Rinkitink,
405,Prince Inga,
406,Prince Inga,
406,Prince Inga,
406,Prince Inga,
406,King Rinkitink,
406,Prince Inga,
407,He,
407,He,
408,Prince Bobo of Boboland,
408,Prince Bobo of Boboland,
409,Prince Bobo of Boboland,
410,the goat 's,
410,the goat 's,
411,the goat 's,
412,the boy,
412,King King Rinkitink,
412,King King Rinkitink,
412,King King Rinkitink,
413,Prince Bobo of Boboland,
413,Prince Bobo of Boboland,
414,us,
414,Prince Bobo of Boboland,
416,Prince Inga,
417,Prince Inga,
417,Prince Inga,
417,Prince Bobo of Boboland Boboland,
418,They,
418,They,
419,the King 's weight,
419,the King 's weight,
419,the King 's weight,
420,They,
421,the King 's,
421,the King 's,
421,the King 's,
421,from They 's long strain at the rope,
421,the three,
422,Prince Bobo of Boboland Boboland,
424,you,
425,you,
427,you,
428,I,
429,I,
433,the wetness,
434,Prince Inga,
435,me,
435,me,
435,me,
435,me,
435,the enemy,
436,me,
436,the wetness,
436,the wetness,
436,the wetness,
437,me,
437,me,
437,me,
437,me,
437,me,
438,I,
438,no one,
438,the warriors,
438,Prince Bobo of Boboland,
438,the warriors,
438,the warriors,
439,I,
441,I,
444,I,
444,I,
445,the enemy,
446,How many others,
447,I,
447,I,
447,I,
448,you,
448,us,
448,us,
448,warriors,
448,the thieving warriors of Regos and Coregos,
449,you,
450,you,
450,us,
451,Prince Bobo of Boboland 's Boboland 's,
451,Prince Bobo of Boboland 's Boboland 's,
451,Prince Bobo of Boboland 's Boboland 's,
451,you,
451,you,
452,They,
452,They,
452,by a block of marble,
453,by a block of marble They carefully placed in a sack to,
453,They,
453,by a block of marble,
453,the little fat King,
453,the little fat King,
454,This,
454,the little fat King,
454,the little fat King,
455,the little fat King,
455,the little fat King,
455,the little fat King,
455,the little fat King,
455,Prince Prince Inga,
456,They,
460,"a fat little King , merry hearted as a fat little King was",
461,a goat,
461,a goat,
462,the poor boy whose home was now a wilderness,
463,they,
463,they,
463,Prince Inga 's,
465,they,
465,they,
465,branches,
465,they,
467,Beast and King and boy,
467,by the singing of the birds which greeted the dawn of a new day,
467,the birds,
469,King King Rinkitink and Prince Prince Inga,
469,King King Rinkitink and Prince Prince Inga,
469,King King Rinkitink and Prince Prince Inga,
469,King King Rinkitink and Prince Prince Inga,
469,King King Rinkitink and Prince Prince Inga,
469,King King Rinkitink and Prince Prince Inga,
470,King King Rinkitink,
471,King King Rinkitink and Prince Prince Inga,
471,King King Rinkitink and Prince Prince Inga,
472,I,
472,I,
472,Prince Bobo of Boboland,
473,the King,
474,the King,
474,Prince Inga,
474,we,
475,I,
475,I,
475,I,
476,the King,
477,I,
477,I,
478,Prince Bobo of Boboland,
479,Prince Inga,
479,Prince Inga 's,
480,by the invaders,
480,I,
480,his father,
481,his father,
481,his father,
481,Prince Inga,
481,his father,
481,the three pearls which his father had hidden under the tiled floor of the banquet hall,
482,he,
483,he,
483,he,
483,he is father,
483,he,
484,the thought of securing the pearls,
485,he,
487,we,
488,This suggestion,
488,the little party,
489,the little party,
489,the little party,
489,the little party,
490,the little party,
491,King Rinkitink 's,
491,King Rinkitink 's,
492,the boy,
492,the boy,
494,Prince Bobo of Boboland,
494,the boy,
494,the boy,
495,the boy,
495,the boy,
497,This unfortunate discovery,
497,the boy,
497,the boy,
497,the boy,
497,"the boy , who realized how helpless he was to remove such vast obstacles",
497,the boy,
497,he,
497,the boy,
497,who,
498,King Rinkitink,
498,King Rinkitink,
499,King Rinkitink,
499,King Rinkitink,
499,with too much sleep,
500,the boy,
500,"the boy , who realized how helpless he was to remove such vast obstacles , chewing with much satisfaction a cud of sweet grasses",
500,the boy,
500,who,
501,King Rinkitink,
501,King Rinkitink,
501,the boy,
501,he,
501,Prince Bobo of BobolandBoboland,
501,King Rinkitink,
501,King Rinkitink,
502,by the barbarians,
502,no one,
504,you,
505,you,
506,you,
506,My,
508,Prince Bobo of Boboland,
509,Prince Bobo of Boboland,
509,One,
510,Prince Bobo of Boboland,
511,a story,
511,me,
512,the story,
512,the story,
512,I.,
512,the goat,
513,I,
515,most people,
515,most people,
516,most people,
516,"a King with a hollow inside his head , where most people have their brains",
516,words,
516,"a King with a hollow inside his head , where most people have their brains",
519,goat,
520,sweet Prince Bobo of Boboland Boboland,
521,sweet Prince Bobo of Boboland,
521,man,
522,by the same chance,
525,the King,
526,the,
526,Prince Bobo of Boboland,
529,King Rinkitink,
529,King Rinkitink,
529,King Rinkitink 's fat body,
531,Who,
531,Prince Bobo of Boboland,
531,Prince Bobo of Boboland,
531,Prince Bobo of Boboland,
532,my,
532,my,
533,my boy,
533,my boy,
533,my,
534,my boy,
535,my,
535,my,
536,my boy Boboland,
536,my boy Boboland,
536,my boy Boboland,
537,he,
537,he,
538,Prince Prince Inga,
539,Prince Prince Inga,
539,Prince Prince Inga,
541,by the respectful tone in which he was addressed,
541,he,
541,Prince Prince Inga,
541,King,
542,I,
542,I,
542,I,
543,All men,
543,Kings,
543,Kings,
544,Prince Bobo of Boboland,
545,I,
547,misfortunes,
547,misfortunes,
547,others,
547,He,
547,harsh words,
548,Prince Bobo of Boboland,
548,us,
548,good nature,
549,the boy,
549,the boy,
549,the boy,
550,Prince Bobo of Boboland Boboland,
550,the boy,
550,the goat,
550,the King,
551,the King,
551,the King,
551,the King,
551,the King,
552,Prince Inga,
552,Prince Inga and the King,
552,Prince Inga,
552,Prince Inga,
552,Prince Inga,
552,Prince Inga,
552,Prince Inga,
552,he and the King,
553,the King,
553,he and the King,
554,Prince Inga,
556,the King,
556,the King,
558,I,
559,us,
559,I 's famous parchment,
560,I,
560,I,
560,I,
560,I,
561,The goat,
561,I,
562,King Rinkitink,
563,Prince Bobo of Boboland,
563,it,
563,us,
564,King Rinkitink,
564,King Rinkitink,
566,The goat,
566,The goat,
567,I,
567,I.,
568,King Rinkitink,
571,us,
576,I.,
576,I,
576,the King,
577,No fool,
578,We,
578,Prince Inga,
579,IBoboland,
580,the man,
581,we,
581,I,
581,you,
582,you,
583,you,
584,I Boboland,
584,a goat,
584,I Boboland,
584,Rinkitink,
585,Prince Inga,
585,Prince Inga,
585,Prince Inga,
586,Prince Bobo of Boboland 's,
586,Prince Bobo of Boboland 's,
586,the goat,
586,they,
586,a block of marble,
587,King King Rinkitink,
587,King King Rinkitink,
587,the weight of King King Rinkitink 's body,
588,all,
588,all,
589,King King Rinkitink,
590,the goat,
591,Your,
591,Your,
591,to discover that by moving one more block of marble Your could uncover the tile with the secret spring,
591,Your,
592,the three,
593,Your,
593,Prince Bobo of Boboland and the King,
593,Prince Bobo of Boboland and the King the goat the goat 's,
593,Prince Bobo of Boboland and the King the goat the goat 's,
593,how moved,
593,Your,
593,Your,
594,the goat,
594,the goat,
594,the King,
594,Your,
594,Your,
594,Your,
595,he,
595,he,
595,he,
596,King Rinkitink,
596,King Rinkitink,
596,Prince Inga,
598,King Rinkitink,
598,King Rinkitink,
599,Prince Inga,
600,the little King,
601,the little King,
601,the little King,
602,my,
602,my,
602,my,
602,my,
603,you,
603,you,
603,you,
604,the boy,
605,he,
605,he,
605,he is father,
605,he,
605,the tile,
606,You,
606,he,
606,he,
606,he,
607,fingers,
607,he,
607,he,
607,he,
607,he,
607,he,
608,he,
608,he,
608,he,
608,he,
609,with the fear of discovery,
609,he,
609,he,
609,he,
609,King Rinkitink,
610,he,
610,he,
610,he,
610,he,
610,he,
610,the cords,
611,another fear,
612,he,
613,he,
614,he,
614,he,
614,he,
614,he,
614,he,
615,he,
615,he,
616,he,
616,he,
617,the pearls,
617,he,
617,no one,
618,he,
618,he,
618,he,
619,he,
619,he,
619,he,
620,by others,
620,his,
620,his,
620,his,
620,This,
621,his,
622,his,
622,his,
622,his,
623,his 's shoes,
623,his 's toes,
624,his,
624,his,
624,his,
624,his,
625,This,
625,me,
625,me,
625,me,
627,me,
627,me,
627,me,
627,me,
627,me,
628,the third pearl -- that which was pure white,
628,me,
629,the small voice of the third pearl -- that which was pure white,
629,that which was pure white,
629,me,
629,me,
630,I,
631,I,
632,the voice of the pearl,
634,I,
635,I,
635,I,
636,The Blue Pearl,
637,you,
637,you,
638,"the voice , soft and low but very distinct",
639,you,
639,you,
639,you,
639,you,
639,this promise,
639,you,
639,The Pink Pearl,
639,The wise and fearless,
640,you,
640,you,
640,you,
640,eyes,
641,he,
641,King King Rinkitink,
642,The goat,
642,The goat,
643,he,
643,he,
644,he,
644,King King Rinkitink,
644,King King Rinkitink,
645,King King Rinkitink,
645,King King Rinkitink,
647,Prince Inga,
648,Prince Inga,
649,Prince Inga,
649,We,
651,I,
652,We,
652,We,
652,Prince Inga,
653,I,
653,I,
654,Prince Inga,
656,He,
656,He,
656,King Rinkitink,
656,King Rinkitink,
656,King Rinkitink,
656,He,
657,King Rinkitink,
657,King Rinkitink,
657,King Rinkitink,
658,King Rinkitink,
658,way,
658,He,
658,by the prospect of rescuing He is dear parents,
659,the fierce warriors,
660,King Rinkitink,
660,the three,
660,the three,
660,some bushes and trees,
661,They,
661,Prince Inga,
661,They,
661,They,
662,the bigger King Rinkitink,
662,the bigger King Rinkitink 's,
663,a great storm,
664,Prince Inga and the bigger King Rinkitink 's,
664,Prince Bobo of Boboland,
665,by the violence of a great storm,
665,Prince Inga,
666,the wind,
669,by Prince Bobo of Boboland,
669,The Magic Boat Prince Prince Inga,
669,The Magic Boat Prince Prince Inga,
669,the White Pearl,
670,Prince Prince Inga,
670,Prince Prince Inga,
670,the White Pearl,
670,Prince Prince Inga,
670,a dark object at the water 's edge,
672,Prince Bobo of Boboland,
672,Prince Bobo of Boboland,
672,Prince Bobo of Boboland,
673,It,
674,Prince Bobo of Boboland,
674,Prince Bobo of Boboland,
675,Prince Bobo of Boboland,
677,The seats,
678,the boy,
680,the boy,
680,the boy,
682,the boy,
682,the boy,
683,the Blue Pearl,
684,the boy,
684,King King Rinkitink,
684,King King Rinkitink,
685,the boy,
685,puzzles,
686,I,
687,I,
687,I,
687,I.,
688,I,
688,I,
688,I,
688,some of I 's people,
689,I,
691,I,
692,I,
692,I,
692,I,
692,we,
694,I.,
697,my boy 's Uncle Rinki,
699,The people of Regos and Coregos,
699,my boy,
703,King Rinkitink,
703,King Rinkitink,
703,the goat,
704,Your audacity,
704,the adventure,
704,King Rinkitink,
705,I,
705,I,
706,"to say that I am fat , and not in good fighting trim",
706,I,
707,I,
707,I,
707,I,
708,your,
710,We,
712,I,
712,I 's professors,
714,you,
715,Prince Inga,
715,Prince Inga,
715,Prince Inga knew King King Rinkitink,
715,Prince Inga,
715,Prince Inga,
715,Prince Inga,
716,Prince Inga,
716,Prince Inga,
717,King King Rinkitink,
718,Prince Inga,
718,us both,
718,King King Rinkitink,
718,King King Rinkitink,
719,King King Rinkitink,
719,Prince Inga,
719,Prince Inga,
720,the King,
721,the King,
722,the King,
722,the King,
723,they,
723,they,
724,Prince Inga,
724,Prince Inga,
725,they,
725,they,
726,the ever - hungry King Rinkitink,
726,they,
728,Prince Bobo of Boboland 's power of speech,
728,nothing,
728,the ever - hungry King Rinkitink,
729,Prince Inga,
730,King Rinkitink,
730,the boy,
731,we,
732,King Rinkitink,
732,King Rinkitink,
732,King Rinkitink,
733,King Rinkitink,
733,King Rinkitink,
733,King Rinkitink,
733,King Rinkitink,
736,It,
736,me,
737,Rinkitink,
737,Rinkitink,
738,Rinkitink,
738,Rinkitink,
739,Prince Inga,
739,Prince Inga,
740,King Rinkitink,
740,King Rinkitink,
740,King Rinkitink,
741,King Rinkitink,
741,King Rinkitink,
741,Prince Bobo of Boboland,
741,King Rinkitink,
741,King Rinkitink,
741,King Rinkitink,
741,King Rinkitink,
742,King Rinkitink,
742,King Rinkitink,
742,boldness,
743,King Rinkitink,
744,Prince Bobo of Boboland Boboland,
745,I,
745,Prince Bobo of BobolandBoboland,
746,Nothing,
746,Nothing,
749,I,
749,I. King Rinkitink,
749,I. King Rinkitink,
749,Prince Inga King Rinkitink,
750,We,
751,Prince Inga,
751,Prince Inga,
752,King Rinkitink,
753,King Rinkitink,
754,you,
754,King Rinkitink,
755,King Rinkitink,
755,you,
755,you,
755,you,
756,you,
757,the boat,
757,the boat,
757,you,
757,you,
758,He,
758,He,
758,He,
758,He,
758,the pearls,
759,their,
760,He,
761,He,
761,He,
761,He,
761,Rinkitink,
762,the canopy,
762,the canopy,
763,King Rinkitink,
764,King Rinkitink,
765,Prince Bobo of Boboland,
765,King Rinkitink,
766,King Rinkitink,
766,at the thought,
767,the King,
767,you,
767,the enemy,
767,the King,
767,the enemy,
768,They,
768,They,
768,Prince Bobo of BobolandPrince Bobo of Boboland 's,
769,Who,
769,the King,
770,They,
770,They,
770,we,
771,the King,
772,Your song,
772,me,
774,Your,
776,the boy,
776,Your,
776,A merry maiden,
776,A merry maiden,
777,She,
777,She,
777,She,
777,She,
777,She,
778,you,
779,you,
779,you,
780,that,
780,the alligator,
780,that,
781,the alligator,
781,that,
781,the alligator that tried to whistle,
781,the King,
782,the alligator,
782,that,
782,the alligator that tried to whistle,
782,you,
783,the King,
784,He,
785,my friend,
785,my friend,
786,the King,
788,the King,
788,The wind,
789,the maiden 's,
789,the maiden 's,
791,Prince Bobo of Boboland,
792,I,
793,I,
794,I,
794,I,
794,I 's temper,
795,I,
795,I.,
796,the King,
796,Prince Bobo of Boboland and the King,
796,The maid,
796,The maid,
797,The maid,
797,the Captain 's bride,
797,the Captain 's bride,
797,her,
798,Prince Bobo of BobolandBoboland,
799,another of the same kind,
799,Prince Bobo of Boboland,
800,I,
800,you,
800,the King,
801,you,
801,you,
802,the King,
802,the King,
803,the King,
803,the bear,
804,the King,
804,the bear,
804,the King,
805,the bear,
805,the bear,
806,the King,
809,the King,
810,I,
811,us,
812,I,
813,I,
813,he,
814,I,
814,I,
814,I,
814,I,
814,I,
815,Prince Inga,
816,you,
817,you,
818,you,
819,you,
819,Prince Inga,
820,I,
821,I,
821,you,
821,you,
822,us,
823,us,
823,us,
824,you,
824,by this answer,
825,he,
825,the White Pearl,
825,he,
826,he,
826,he,
826,he,
827,he,
828,the White Pearl,
828,the Blue Pearl,
829,he,
829,the Pink Pearl,
830,King King Rinkitink and the goat,
830,King King Rinkitink and the goat,
830,Prince Inga,
830,Prince Inga,
830,Prince Inga,
832,they,
832,Prince Inga,
833,The pearls,
834,Prince Inga,
835,I,
835,I,
837,by a big and powerful King named King Gos,
839,the slaves of a big and powerful King named King Gos,
840,by the slaves,
840,the slaves,
840,the slaves,
840,the slaves,
841,Cruel overseers with whips,
844,"by thousands of the fierce warriors of Gos , who frequently took to their boats and spread over the sea to the neighboring islands to conquer and pillage , as their had done at Pingaree",
844,the fierce warriors of Gos,
844,their,
845,with they,
846,one,
848,fields of grain,
848,the mines of the City of Regos,
849,"by Queen Coregos , who was wedded to their King",
849,the people,
849,the people,
