sentence_index,agent,
103,you,
104,She,
104,She,
104,you,
104,you,
104,you,
105,you,
105,you,
106,you,
107,you,
107,you,
108,She,
108,She,
112,the Lamb,
114,the hen,
116,Dorothy the Lamb,
116,the Lamb,
117,the hen,
118,We,
119,I,
119,I,
119,by the sea - water that came through the open slats,
120,I.,
121,by I. Next to the water,
121,a strip of green trees,
122,people,
123,I,
123,we,
123,I,
123,I,
125,I.,
125,I,
126,You,
126,You,
127,I,
127,You,
128,You,
128,You,
128,You,
128,what You have said or done,
128,I,
129,I,
129,I,
129,I.,
129,You,
135,no one,
135,the little boy at the farm where I was born,
136,the little boy at the farm where I was born,
136,I,
136,I,
136,all the roosters,
136,the little boy at,
136,the little boy at,
136,the little boy at the farm where I was born,
136,the little boy at the farm where I was born,
136,"every creature in the barn - yard , as well as the people in the house",
138,you,
138,I,
138,you,
138,I,
139,Putting the ' eena ' on the end,
139,you,
140,I,
141,you,
141,I,
141,the name,
143,you,
143,you,
145,you,
145,me,
147,me,
148,me,
148,me,
149,the hen,
149,the big wooden coop,
150,to reach the sandy beach,
151,She,
152,She,
152,She,
153,She,
153,she,
153,she,
153,she,
153,she,
153,she,
153,she,
154,you,
154,Dorothy the Lamb,
155,you,
155,you,
156,you,
156,Dorothy the Lamb,
158,you,
159,Dorothy the Lamb,
160,the hen,
160,the hen,
160,the hen,
160,the hen,
160,the hen 's,
162,Dorothy,
163,the hen,
164,you humans,
165,you,
166,Billina,
167,you humans,
168,we,
168,Dorothy the Lamb,
169,that,
170,Dorothy the Lamb,
171,Dorothy the Lamb,
172,we,
173,you,
173,the chickens,
173,the yellow hen,
175,This,
176,Billina,
176,This,
177,the yellow hen,
177,the yellow hen,
178,Billina,
178,Billina,
179,Billina,
180,Billina,
180,metal,
181,Dorothy the Lamb,
183,I,
183,I,
186,the girl,
188,I,
188,I,
189,Billina,
189,Billina,
189,Billina,
189,I,
189,I,
190,I,
190,I,
190,I,
191,Billina,
191,Billina,
192,Billina,
192,Billina,
193,the child,
193,the child,
194,the child,
195,you,
196,you,
197,you,
197,you,
198,You,
198,You,
198,I,
199,You,
200,You,
200,every key,
200,every lock,
201,by somebody who lived far away,
201,somebody,
201,somebody,
202,You,
202,You,
202,You,
202,the sun,
203,I,
203,I,
203,I,
203,I,
203,I,
204,I,
204,that,
204,that,
204,one,
204,one,
205,that,
205,one,
205,one would write upon sand with a stick,
206,I,
206,the yellow hen,
207,the yellow hen,
207,"the yellow hen , who trotted along beside her in a rather dignified fashion",
207,"the yellow hen , who trotted along beside her in a rather dignified fashion",
207,the yellow hen,
208,I,
209,you,
210,I,
211,I,
211,I,
212,the hen,
212,I,
213,you,
214,you,
215,the Wheelers,
215,you,
216,the yellow hen,
218,by them,
219,my,
222,Billina,
223,you,
224,you,
225,you,
225,you,
225,you,
226,those trees,
227,two trees,
227,two trees,
230,This tree,
231,the tree next to the lunch - box tree,
232,pails,
232,pails,
232,bright tin,
232,the rays of sunshine,
233,even the yellow hen,
234,Dorothy the Lamb,
234,Dorothy the Lamb,
235,the Lamb,
236,Each thing,
236,Dorothy the Lamb,
236,Dorothy the Lamb,
236,Dorothy the Lamb,
237,Dorothy the Lamb,
237,the Lamb,
238,one,
238,one,
239,I,
239,I,
240,by eating green things,
241,"your , "" all",
242,your,
243,I,
243,I,
243,we,
243,we,
243,I,
243,Billina,
246,Billina,
246,no fairies,
247,Billina,
248,the little girl,
248,no,
248,no one,
249,Billina,
250,the little girl,
250,a pair of silver shoes,
250,the little girl,
250,a pair of silver shoes,
250,the little girl,
251,the yellow hen,
252,the little girl,
253,she,
253,she,
253,a bright and pretty dinner - pail,
253,she,
253,that,
253,a bright and pretty dinner - pail,
254,by the yellow hen,
254,she,
255,Billina,
256,she,
256,a path,
257,that,
257,that,
258,Dorothy the Lamb,
258,it,
260,Dorothy the Lamb,
260,Dorothy the Lamb,
261,Dorothy the Lamb,
261,Dorothy the Lamb,
262,Dorothy the Lamb,
264,Dorothy the Lamb,
266,I,
267,Dorothy the Lamb,
267,It,
268,her,
268,her,
268,her,
268,a great procession of Wheelers,
268,all,
269,their,
270,herher,
271,her,
273,Billina,
273,her,
273,us,
274,Dorothy the Lamb,
274,the Lamb,
275,the foremost Wheeler,
275,Dorothy the Lamb,
276,Dorothy the Lamb,
276,The yellow hen,
276,The yellow hen 's,
277,Billina,
278,They,
280,The rest of the Wheelers,
280,The rest of the Wheelers,
280,Dorothy the Lamb and the hen,
281,The rest of the Wheelers,
282,The rest of the Wheelers,
282,The rest of the Wheelers,
282,The rest of the Wheelers,
282,several of The rest of the Wheelers,
282,several of them,
283,we,
283,we,
285,you,
286,one who seemed to be we 's leader,
287,you,
288,you,
288,you,
289,you,
290,"the leader , who was clothed in a most gorgeous suit",
291,whoever,
292,you,
292,you,
293,the trees,
294,these awful creatures,
294,these awful creatures,
294,you,
295,you,
295,you,
296,us,
297,the yellow hen,
299,only three of the Wheelers 's number,
300,only three of their number,
300,only three of their number,
300,only three of their number,
300,only three of their number,
300,by pretended,
300,they,
301,Billina,
302,the Lamb,
304,Dorothy the Lamb,
304,the Wheelers,
304,Dorothy the Lamb,
304,any one outside,
304,the Wheelers,
304,the Wheelers,
305,Dorothy the Lamb,
306,it,
306,Dorothy the Lamb,
307,the hen,
307,"the hen , who had been gravely following Dorothy the Lamb around and was now perched upon a point of rock behind Dorothy the Lamb",
307,It,
307,What,
307,"the hen , who had been gravely following Dorothy the Lamb around and was now perched upon a point of rock behind Dorothy the Lamb",
307,"the hen , who had been gravely following Dorothy the Lamb around and was now perched upon a point of rock behind Dorothy the Lamb",
307,Dorothy the Lamb,
308,that crack in the rock,
308,"Billina , whose little round eyes were very sharp and seemed to see everything",
308,whose little round eyes,
309,"that crack in the rock , just facing you",
310,that crack in the rock,
311,Billina,
311,Billina,
311,whose little round eyes,
311,"Billina , whose little round eyes were very sharp and seemed to see everything",
311,Billina,
311,Billina,
311,whose little round eyes,
311,"Billina , whose little round eyes were very sharp and seemed to see everything",
312,"Dorothy the Lamb , now observing for the first time that crack in the rock , just facing youthe rock",
312,Dorothy the Lamb,
315,we,
315,we,
315,we,
315,Billina,
316,That,
316,me,
316,me,
317,Billina,
317,I,
317,the golden key I picked up on the shore,
317,Billina,
318,Dorothy the Lamb,
318,Dorothy the Lamb,
319,Dorothy the Lamb,
319,Dorothy the Lamb,
319,a solemn creak,
319,the face of the rock,
320,Dorothy the Lamb,
320,the narrow path,
323,by knights,
327,I,
327,I,
327,I,
328,the hen,
328,the hen,
328,both the hen 's little round eyes,
328,both the hen 's little round eyes,
329,Dorothy the Lamb,
329,Dorothy the Lamb,
330,"a man made out of tin , who was a woodman named Emperor of the Winkies",
330,"a man made out of tin , who was a woodman named Emperor of the Winkies",
330,a man made out,
331,the hen,
331,the hen,
332,Dorothy the Lamb,
332,Dorothy the Lamb,
332,Dorothy the Lamb,
333,the hen,
333,the hen,
333,the hen,
334,Dorothy the Lamb,
334,Dorothy the Lamb,
335,Dorothy the Lamb,
335,Dorothy the Lamb,
336,a printed card that hung between his shoulders,
336,the hen,
337,Dorothy the Lamb,
337,Dorothy the Lamb,
340,the yellow hen,
341,Dorothy the Lamb,
342,I,
342,"Dorothy the Lamb , who had more to read",
342,the Lamb,
347,I,
348,I,
348,the copper man,
348,the copper man,
349,I,
350,We,
350,Dorothy the Lamb,
350,We,
350,him,
351,Billina,
352,Dorothy the Lamb,
353,Billina,
353,We,
353,We,
353,him,
354,we,
355,Dorothy the Lamb,
357,Dorothy the Lamb,
357,Dorothy the Lamb,
358,I,
358,I.,
358,That,
359,Dorothy the Lamb,
360,the hen,
361,Dorothy the Lamb,
361,Dorothy the Lamb,
362,the Lamb,
363,the Lamb,
364,the clock - work man,
367,both Dorothy the Lamb and Billina,
368,both Dorothy the Lamb and Billina,
369,the clock - work man,
369,by a bellows inside of the clock - work man,
369,the children,
369,the little toy lambs,
369,the little toy lambs and cats the children,
369,they,
369,they,
370,Dorothy the Lamb,
371,Dorothy the Lamb,
372,you,
372,you,
373,"by a cru - el King of Evoldooldo , named Evoldooldo - old - do , who used to beat all a cru - el King of Evoldooldo , named Evoldooldo - old - do , who used to beat all his serv - ants un - til they died 's serv - ants un - til all his serv - ants died",
373,who,
374,who,
374,one,
375,all his beat - ing,
375,mere - ly,
376,This cru - el king,
376,This cru - el king,
376,five boys,
376,who,
377,the King of Ev,
377,the King of Ev,
377,gret,
378,the King of Ev re - gret,
378,the King of Ev re - gret,
378,the King of Ev re - gret,
380,Dorothy the Lamb,
381,the machine,
382,the machine,
382,the,
382,the machine,
382,the machine,
383,you,
384,Dorothy the Lamb,
384,It,
384,Dorothy the Lamb,
385,the copper man,
386,the copper man,
387,I,
388,I,
388,I,
388,the clock - work voice,
389,I,
389,by the waves,
389,I,
390,sir,
390,I,
391,sir,
392,sir,
392,sir in a somewhat stiff and jerky fashion,
392,sir in a somewhat stiff and jerky fashion,
392,sir in a somewhat stiff and jerky fashion,
393,sir,
394,I,
394,you,
396,she,
397,I,
398,I,
398,I,
398,for - mer mas - ter,
399,I,
401,I,
401,You,
402,You,
402,I,
403,I,
403,only I,
404,You,
404,I,
404,I.,
404,I,
404,Tiktok,
405,I,
405,Dorothy the Lamb,
408,everybody,
409,Dorothy the Lamb,
409,us,
410,The Wheelers,
410,The Wheelers,
411,Tiktok,
413,Dorothy the Lamb,
415,He,
415,He,
416,Dorothy the Lamb,
418,I,
418,I,
419,You,
420,You,
420,You,
420,You,
420,You,
421,You,
421,You,
422,Dorothy the Lamb,
423,Billina,
425,he,
425,the hen,
426,you,
427,you,
427,the hen,
427,you,
428,you,
429,She,
429,you,
429,you,
429,you,
429,the machine man 's first words,
430,She,
430,the machine man 's,
430,the machine man,
431,She,
431,Billina,
431,She,
432,Dorothy the Lamb,
432,you,
433,you,
434,the Wheelers,
434,the Wheelers,
434,an - y one,
434,that,
435,the Wheelers,
435,the Wheelers,
436,you,
436,the Wheelers,
437,Dorothy the Lamb,
438,you,
439,the Lamb,
439,the yellow hen,
440,we,
440,Dorothy the Lamb,
441,you,
441,you,
441,you,
442,Dorothy the Lamb,
442,the Lamb,
442,the Lamb,
443,Billina,
443,Billina,
443,Dorothy the Lamb,
444,the Lamb,
447,Dorothy the Lamb,
448,Dorothy the Lamb,
448,Dorothy the Lamb,
448,Dorothy the Lamb,
448,Dorothy the Lamb,
448,Tiktok,
448,Tiktok,
448,he,
448,Tiktok,
448,he,
449,Dorothy the Lamb,
449,Dorothy the Lamb,
449,Billina,
449,Billina,
450,the lunch - box trees and the dinner - pail trees,
451,Dorothy the Lamb,
451,Tiktok,
451,he,
451,he,
452,he,
453,Evoldo,
453,by the Roquat of the Rocks,
454,no one,
454,he,
455,the Wheel - ers,
455,the Wheel - ers,
455,the lunch - eons and din - ners,
456,you,
457,Dorothy the Lamb,
457,Dorothy the Lamb,
457,Tiktok,
458,the only folks,
458,Dorothy the Lamb,
459,the machine,
460,"my old mas - ter , King Evoldo - old - do",
460,"my old mas - ter , King Evoldo - old - do",
461,the Wheel - ers,
461,the Wheel - ers,
461,the Wheel - ers,
461,the Wheel - ers,
462,Dorothy the Lamb,
463,Who,
465,the roy - al pal - ace stands,
465,Dorothy the Lamb,
466,You,
467,They,
468,I.,
468,They,
469,the machine,
472,I.,
472,Tiktok,
472,Mis - ter Tin - ker,
472,Mis - ter Tin - ker,
472,Mis - ter Tin - ker,
472,Mis - ter Tin - ker,
473,Mis - ter Tin - ker,
473,Mis - ter Tin - ker de - cid - ed,
473,Mis - ter Tin - ker,
473,we,
474,"Dorothy the Lamb , who was by this time eating Dorothy the Lamb , who was by this time eating her custard pie 's custard pie",
474,Dorothy the Lamb,
474,Dorothy the Lamb,
475,Tiktok,
477,Tiktok,
478,You,
479,I,
479,I,
480,the machine,
480,I,
482,I,
482,I,
483,the yellow hen,
484,Dorothy the Lamb,
485,Dorothy the Lamb,
485,him,
486,him,
486,him,
487,Dorothy the Lamb,
487,me,
487,"Billina , who seemed a little cross -- perhaps because bugs were scarce",
488,the LambDorothy the Lamb 's,
489,animals,
489,animals,
489,a scarecrow,
490,Dorothy the Lamb,
490,the Lamb,
491,I,
491,I,
492,Dorothy the LambDorothy the Lamb 's,
493,Tiktok,
496,I,
497,I,
497,Tiktok,
498,I,
498,I.,
499,Dorothy the Lamb,
501,Dorothy the Lamb,
502,It,
503,me,
505,I,
505,me,
506,I,
506,me,
506,me,
507,I,
507,I,
507,by a sol - dier wo - man named Gen - er - al Jin - jur,
508,"by a lit - tle girl named Royal Ozma , who was the right - ful heir to the throne and now rules the land un - der the ti - tle of a lit - tle girl named Royal Ozma , who was the right - ful heir to the throne and now rules the land un - derOz",
508,a lit - tle girl named Royal Ozma,
508,a lit - tle girl named Royal Ozma,
509,me,
510,me,
510,me,
511,me,
512,I,
512,I,
513,Tiktok,
514,Tiktok,
515,Dorothy the Lamb the Lamb,
515,the yellow hen,
515,the yellow hen,
515,the yellow hen,
515,the yellow hen,
515,the yellow hen,
515,Dorothy the Lamb the Lamb,
517,me,
517,me,
517,me,
517,me,
520,They,
520,me,
520,you,
520,the yellow hen,
521,me,
521,me,
521,the rocks,
522,he,
523,the Lamb,
524,the little procession,
525,the three Wheelers,
525,the three Wheelers who were guarding the mound,
525,the three Wheelers,
525,the three Wheelers who were guarding the mound,
525,the three Wheelers who were guarding the mound,
525,the three Wheelers,
526,he,
526,he,
527,it,
527,it,
527,the Wheeler,
528,the Wheeler,
529,I,
529,I,
529,I,
529,I,
531,the third,
532,The yellow hen,
532,The yellow hen,
535,Dorothy the Lamb,
535,Dorothy the Lamb,
535,the machine,
537,the dinner - pail,
537,the Wheelers,
539,their leader,
539,their leader,
539,Tiktok,
539,Tiktok,
540,the machine,
541,The leader of the Wheelers,
541,The leader of the Wheelers,
541,Tiktok,
541,a terrier dog,
541,The leader of the Wheelers 's teeth,
542,The leader,
542,The leader of the Wheelers,
542,The leader of the Wheelers,
542,the others,
543,Tiktok,
543,The leader of the Wheelers,
543,Tiktok,
543,Tiktok,
544,The leader of the Wheelers,
546,Tiktok,
546,Tiktok,
547,you,
548,the Wheeler,
549,no one else,
550,the Wheeler 's wheels,
550,Wheeler,
551,you,
551,you,
552,you,
552,you,
553,you,
553,you,
553,yell,
556,he,
556,you,
558,our,
558,you,
558,our 's enemies,
559,"Dorothy the Lamb , who was sorry to see he so miserable",
559,who,
559,Tiktok,
560,he,
560,he,
560,he,
561,I,
561,I,
561,I,
561,I,
562,you,
562,we,
563,you,
563,you,
563,you,
563,you,
564,those,
566,you,
566,you,
566,I,
567,you,
567,you,
569,I.,
570,I,
570,I,
571,I,
571,"my ,",
572,my,
573,who,
573,I.,
573,by the Roquat of the Rocks,
574,"the Princess Langwidere , who is a niece of our late King Evoldo",
574,"the Princess Langwidere , who is a niece of our late King Evoldo",
574,"the Princess Langwidere , who is a niece of our late King Evoldo",
575,you,
575,"the Princess Langwidere , who is a niece of our late King Evoldo",
576,I,
576,I.,
576,"the Princess Langwidere , who is a niece of our late King Evoldo",
577,I,
577,I,
577,I,
578,I,
578,the Princess Langwidere 's subjects,
578,the Princess Langwidere 's subjects,
578,the Princess Langwidere,
579,we,
579,she,
579,we,
579,we,
580,Dorothy the Lamb,
581,I,
581,I,
584,the girl,
585,I,
585,I.,
586,one princess,
586,one,
586,one princess,
586,but one princess,
587,No one,
587,"broad , smooth roads",
590,fountains,
591,Dorothy the Lamb,
591,Dorothy the Lamb,
591,Dorothy the Lamb 's,
592,their,
595,Tiktok,
595,the captive Wheeler,
596,the captive Wheeler,
597,"Dorothy the Lamb , who feared the Wheeler was fooling them",
597,the Lamb,
597,the Wheeler,
599,visitors,
600,the Wheeler,
600,the machine man,
600,the machine man,
600,the Wheeler,
600,the Wheeler,
602,Tiktok,
602,Tiktok,
603,"by a little maid in a cap trimmed with gay ribbons , who bowed respectfully and asked : "" What do you wish , you",
603,a little maid in a cap trimmed with gay ribbons,
603,a little maid in a cap trimmed with gay ribbons,
603,you,
604,Dorothy the Lamb,
605,you,
606,Dorothy the Lamb,
606,you,
606,you,
606,you,
606,the Princess Langwidere,
606,you,
608,the Lamb,
609,the yellow hen,
609,the yellow hen,
609,the little maid,
609,the little maid,
610,hen!the yellow hen,
610,hen!the yellow hen,
610,the yellow hen,
610,the yellow hen!the yellow hen,
612,the yellow hen,
612,the little maid,
612,the little maid,
612,evidently surprised,
613,you,
613,me,
614,me,
615,The Princess,
615,you,
615,you,
616,me,
616,The Princess,
616,me,
616,me,
617,you,
617,the hen,
618,the maid,
620,Dorothy the Lamb,
621,this obstinate hen,
621,Dorothy the Lamb,
622,the maid,
623,she,
624,she,
625,the Princess,
626,she,
626,she,
626,she,
626,she,
626,by the Princess,
627,great mirrors,
628,Langwidere,
628,Langwidere,
628,Langwidere,
628,Langwidere,
629,This Langwidere,
629,This Langwidere,
629,the maid,
629,Langwidere,
630,Langwidere,
630,Langwidere,
631,Langwidere,
631,the maid,
631,the maid,
632,Langwidere,
633,the maid,
635,Langwidere,
635,Langwidere,
638,the maid,
639,the Princess,
640,the maid,
642,the Princess,
644,I,
644,I 's visitor,
644,I,
644,my visitor,
645,I,
645,I,
646,I,
646,Nanda,
647,I,
648,she,
649,the maid,
649,she,
649,she,
649,she,
650,I,
650,she,
651,she,
651,she,
652,she,
654,The cupboards,
655,the Princess,
655,the Princess,
655,the Princess,
655,from one of the velvet - lined cupboards 's golden shelf,
656,the Princess,
656,it,
656,the Princess,
656,the Princess 's maids,
657,the Princess,
658,her,
658,her,
658,her,
658,who,
661,the thirty heads,
662,The noses,
662,the mouths,
662,the thirty heads,
663,one or two heads,
663,one or two heads,
664,One key,
664,all the velvet cupboards,
664,the Princess,
665,Nanda,
665,the Princess,
665,the Princess,
665,the Princess,
665,the Princess,
665,the Princess,
666,cupboard No . 17,
666,the Princess,
666,the Princess,
668,the temper that went with it,
668,the Princess,
668,the Princess,
668,the Princess,
669,she,
669,she,
669,she,
669,she,
670,she,
671,to learn that a princess ever does such a common thing as darn stockings,
671,you,
671,a princess,
672,you,
672,you,
672,you,
672,a princess,
673,she,
673,she,
674,some one of importance,
675,Dorothy the Lamb,
676,Billina,
676,Billina,
676,you,
677,the Princess,
678,Dorothy the Lamb,
679,you,
679,"Dorothy the Lamb , who was not accustomed to being treated so rudely",
680,The Princess,
681,The Princess,
681,"Dorothy the Lamb , who was not accustomed to being treated so rudely",
683,The Princess,
684,I,
684,You,
684,You,
685,You,
685,no words,
686,You,
686,I,
687,You,
687,Langwidere,
688,the lady,
689,You,
689,You,
690,the lady,
690,the lady,
690,the lady,
691,You,
691,the lady,
692,You,
693,to refuse,
693,the Princess,
693,the Princess,
694,the Princess,
694,you,
695,No . 26,
695,No . 26,
695,you,
696,you,
696,you,
696,you,
697,you,
697,you,
697,you,
698,You,
698,the Princess,
700,Langwidere,
700,Langwidere,
700,You,
700,You,
701,Nanda,
702,Nanda,
702,a big fat colonel in a bright red uniform,
702,a big fat colonel in a bright red uniform,
702,ten lean soldiers,
702,ten lean soldiers,
703,the Princess,
703,the Princess,
704,the big red colonel,
705,Tiktok,
705,Tiktok,
705,the big red colonel,
707,he,
707,the ten lean soldiers,
708,he,
709,he,
711,Dorothy the Lamb,
711,Dorothy the Lamb,
711,he,
711,he,
711,the Lamb,
712,the machine,
713,the machine,
713,the machine 's fight with the Wheel - ers,
714,Dorothy the Lamb,
715,the machine,
716,Dorothy the Lamb,
717,Langwidere,
717,her soldiers,
717,her soldiers,
718,her soldiers,
718,her soldiers,
718,her soldiers,
718,her soldiers,
719,her soldiers,
720,People,
720,Langwidere,
720,Langwidere,
720,Nanda,
721,we,
721,"the colonel , who had just discovered Billina in the work - basket",
721,the colonel,
722,Langwidere,
723,I,
724,her,
724,Nanda,
725,her,
725,her,
727,Langwidere,
727,Langwidere,
727,Langwidere,
727,the hen,
727,the hen,
727,Langwidere,
728,Nanda,
728,Dorothy,
729,Dorothy,
729,Dorothy,
731,Dorothy,
732,she,
733,she,
733,she,
733,a third mountain,
734,she,
734,she,
734,she is eyes,
735,her eyes,
735,she,
735,that alone,
735,she,
735,no one,
735,her eyes,
736,a cyclone,
736,her eyes,
736,her eyes,
736,a magical pair of silver shoes,
737,she,
737,neither a cyclone nor silver shoes,
738,a disagreeable princess,
738,she,
738,she,
740,she,
741,thing,
743,Something,
745,her,
746,Something,
747,A broad green carpet,
747,a wonderful procession,
747,the girl,
747,the girl,
748,"by a great Cowardly Lion and an immense Hungry Tiger , who stood shoulder to shoulder and trotted along as gracefully as a well - matched team of thoroughbred horses",
748,Cowardly Lion and an immense Hungry Tiger,
749,a beautiful girl,
749,a beautiful girl,
750,a beautiful girl,
750,a beautiful girl clothed in flowing robes of silver gauze and wearing a jeweled diadem upon her dainty head,
750,the satin ribbons,
750,a beautiful girl,
750,"by the letters "" O "" and "" Z """,
751,a beautiful girl,
751,the girl,
751,a beautiful girl,
751,the girl,
752,Dorothy the Lamb,
752,Dorothy the Lamb,
752,Dorothy the Lamb 's old friend the Scarecrow of Oz,
752,a wooden Saw - Horse,
752,a wooden Saw - Horse,
752,meat horse,
753,axe,
753,Emperor of the Winkies 's whole body,
753,his whole body,
753,first Dorothy the Lamb,
754,Emperor of the Winkies,
755,the green carpet,
755,sands,
756,Dorothy the Lamb,
756,the Lamb 's heart,
756,Dorothy the Lamb,
756,the Lamb,
757,the girl,
757,the girl,
757,the girl,
757,the girl,
757,the girl,
757,the girl,
758,those in the procession,
758,the magic carpet,
759,the chariot driver,
759,a broad roadway,
759,Dorothy the Lamb,
760,the Scarecrow of Oz,
760,the Scarecrow of Oz,
760,the sign fastened to the door,
761,"Dorothy the Lamb , just above the Scarecrow of Oz ,",
763,I,
763,I,
765,the Scarecrow of Oz,
765,the Scarecrow of Oz,
767,she,
768,the Scarecrow of Oz,
769,she,
770,she,
772,the Scarecrow of Oz,
774,You,
775,the Scarecrow of OzOz,
778,by a Wheeler,
779,Some folks,
780,I,
780,I,
780,I,
781,you,
781,you,
782,you,
783,Who,
784,you,
785,this Royal Ozma,
785,"Royal Ozma , who had been listening carefully to the conversation",
785,who had been listening carefully to the conversation,
785,"The princess Langwidere , who is a horrid creature",
785,Royal Ozma,
786,you,
786,you,
786,"The princess Langwidere , who is a horrid creature",
786,you,
787,I,
787,I,
788,I,
788,I,
788,the Princess,
789,"Dorothy the Lamb , who as soon as Dorothy the Lamb , who as soon as she heard the sweet voice of the girlish Ruler of Oz knew that she would soon learn to love her dearly heard the sweet voice of I knew that Dorothy the Lamb , who as soon as she heard the sweet voice of the girlish Ruler of Oz knew that she would soon learn to love her dearly would soon learn to love I dearly",
789,she,
789,she,
789,she,
789,Dorothy the Lamb,
789,Dorothy the Lamb,
789,the Lamb,
789,I,
789,she,
789,Dorothy the Lamb,
789,she,
789,she,
789,she,
789,she,
790,I,
790,I,
790,I,
791,the maid,
791,the Emperor of the Winkies,
791,the Emperor of the Winkies,
791,I,
791,I,
791,I,
791,I,
792,the twenty - seven soldiers,
792,the little maid Nanda,
792,the little maid Nanda,
792,by this rude invasion of her mistress 's palace,
792,"her mistress , roused to great anger by this rude invasion of her mistress 's palace",
793,her mistress,
793,the little maid Nanda,
794,her mistress,
794,her mistress,
794,her mistress,
795,the Scarecrow of Oz,
796,the Emperor of the Winkies,
797,Royal Ozma,
